web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560501357-5477","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1211
      6 UOC
      Australia's Asian Context","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1211/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560500949-5277","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3217
      6 UOC
      History of Modern China: Contested Visions","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3217/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC including 6 UOC at level 1 and 6 UOC at level 2 in Asian Studies or History. Or 48 UOC incuding 12 UOC in Chinese Studies language courses.Or 48 UOC and enrolment in an International Studies single or dual program (2017 onwards)"
"1560499257-4460","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP6451
      6 UOC
      Cryptocurrency and Distributed Ledger Technologies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6451/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP6441 or COMP6841 or COMP3441"
"1560498204-3982","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","YMED1001
      6 UOC
      Introduction to Public Health","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/YMED1001/?browseByFaculty=FacultyOfMedicine&","Currently enrolled in program 3880 Bachelor of International Public Health"
"1560501146-5374","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2463
      6 UOC
      Nationalism, Identity and Ethnicity in China","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2463/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560498304-4032","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","NEUR4411
      6 UOC
      Behavioural Perspectives in Neuroscience","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/NEUR4411/?browseByFaculty=FacultyOfMedicine&","Prerequisite: Enrolled in Neuroscience Honours Plan"
"1560497814-3796","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL2101
      12 UOC
      Industry Placement 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL2101/?browseByFaculty=UnswBusinessSchool&","Prerequisite:Enrolment in Program 3587"
"1560501928-5755","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI7002
      12 UOC
      Pre-Law Program (Indigenous)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI7002/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560498383-4072","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC1525
      12 UOC
      Ageing and Endings A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC1525/?browseByFaculty=FacultyOfMedicine&","null"
"1560501837-5711","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART1150
      6 UOC
      Sculpture 1: Foundations","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART1150/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501187-5394","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2283
      6 UOC
      Classical Greece","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2283/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560501799-5692","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART2110
      6 UOC
      Drawing 2: Studio Processes","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART2110/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499016-4341","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC2133
      6 UOC
      Analogue Electronics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC2133/?browseByFaculty=FacultyOfEngineering&","Prerequisite: ELEC2134"
"1560498470-4115","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","ANAT2451
                      6 UOC
                    Functional Anatomy for Health and Exercise Science","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ANAT2451/?browseByFaculty=FacultyOfMedicine&","Prerequisites:  ANAT1551 or ANAT2111"
"1560500208-4912","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MUSC3706
      4 UOC
      Performance Laboratory C (Creative Practice/Music Pedagogy)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC3706/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: MUSC2702 or MUSC2703 (12 uoc), and enrolment in a Music Creative Practice or Music Pedagogy stream in a Music program. Excluded: MUSC3701 and MUSC3704"
"1560497852-3814","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACCT3202
                      6 UOC
                    Industry Placement 2","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACCT3202/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Enrolment in Accounting Co-op Major (ACCTB13554)"
"1560498845-4264","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3018
      6 UOC
      Commercial Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3018/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses
Co-requisite: Business Associations (LAWS1091) and Land Law (LAWS2383)"
"1560497352-3570","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT3702
      6 UOC
      International Human Resource Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3702/?browseByFaculty=UnswBusinessSchool&","Prerequisite: MGMT2101 or MGMT2718"
"1560500697-5153","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4702
      18 UOC
      Environmental Humanities Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4702/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in Environmental Humanities honours program"
"1560501815-5700","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART1303
      6 UOC
      Theories and Practices of Cross-Disciplinary Art","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART1303/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501573-5580","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART3411
      6 UOC
      SPI: Studio Research","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART3411/?browseByFaculty=FacultyOfArtDesign&","L2 SPI Prerequisite"
"1560500926-5266","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3289
      6 UOC
      Documentary Film and History","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3289/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, History"
"1560500308-4961","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA1007
      6 UOC
      Media Entrepreneurship","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA1007/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a single or dual award Media program"
"1560499987-4818","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL6000
      6 UOC
      Mapping Social Justice in the City","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL6000/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 units of credit completed in Built Environment"
"1560499550-4605","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","AERO9610
      6 UOC
      The Space Segment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AERO9610/?browseByFaculty=FacultyOfEngineering&","null"
"1560498195-3978","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","YMED1005
      6 UOC
      Introduction to Anatomy and Physiology","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/YMED1005/?browseByFaculty=FacultyOfMedicine&","Currently enrolled in program 3880 Bachelor of International Public Health"
"1560500239-4927","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MUSC2115
      6 UOC
      Music of the 19th Century","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC2115/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560499608-4630","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN2122
      6 UOC
      History, Heritage and the Built Environment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN2122/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560499431-4546","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CEIC3004
      6 UOC
      Process Equipment Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CEIC3004/?browseByFaculty=FacultyOfEngineering&","Pre-requisites: CEIC2000, CEIC2001, CEIC2002, CEIC3001"
"1560501039-5321","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2905
      6 UOC
      Frida Kahlo: Performing Passion and Pain","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2905/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560498345-4053","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","MFAC3506
      10 UOC
      Children's Health (Paediatrics)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC3506/?browseByFaculty=FacultyOfMedicine&","null"
"1560499361-4511","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP2121
      6 UOC
      Microprocessors and Interfacing","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2121/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP1917 or COMP1921 or COMP1511 or COMP1521, or (COMP1911 and MTRN2500)"
"1560501488-5538","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES3400
      6 UOC
      Textile Industry and Forecasting","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES3400/?browseByFaculty=FacultyOfArtDesign&","L2 Textiles Prerequisite"
"1560498062-3915","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BABS3091
      6 UOC
      Professional Issues in Biotechnology","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BABS3091/?browseByFaculty=FacultyOfScience&","Completion of 48 units of credit"
"1560501948-5765","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI3007
      6 UOC
      Human-Animal Interactions in Indigenous Domains","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI3007/?browseByFaculty=DvcacademicBoardOfStudies&","Prerequisite: 36 units of credit"
"1560499103-4384","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN4204
      6 UOC
      Ground Improvement and Monitoring Techniques","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4204/?browseByFaculty=FacultyOfEngineering&","Prerequisite/s: CVEN2201 OR CVEN3202 & CVEN3201 OR CVEN3203"
"1560498967-4317","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC4611
      6 UOC
      Power System Equipment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC4611/?browseByFaculty=FacultyOfEngineering&","Prereq: ELEC3105"
"1560497765-3772","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","COMM1040
      6 UOC
      Entrepreneurial Ecosystems","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMM1040/?browseByFaculty=UnswBusinessSchool&","null"
"1560499455-4558","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CEIC1001
      6 UOC
      Engineering Chemistry","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CEIC1001/?browseByFaculty=FacultyOfEngineering&","Prerequisite: MATS1101, Excluded: CHEM1021 or CHEM1011 or CHEM1031 or CHEM1041."
"1560499768-4709","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","IDES3235
      6 UOC
      Industrial Design in the Asian Century","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/IDES3235/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560498625-4157","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3391
      6 UOC
      Family Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3391/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560499613-4632","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN2006
      6 UOC
      Urban Management and Development Assessment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN2006/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560499272-4467","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP6324
      6 UOC
      Internet of Things Service Design and Engineering","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6324/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP1531 and COMP2041"
"1560497215-3510","https://www.handbook.unsw.edu.au/","UNSW Global","https://www.handbook.unsw.edu.au/UnswGlobal/browse?id=a9321f614ffd57009106fd501310c7eb","DPST1061
      6 UOC
      Design in Application of Materials in Science and Engineering","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DPST1061/?browseByFaculty=UnswGlobal&","UNSW Global Diplomas only (7001, 7002)"
"1560500192-4904","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MUSC4009
      6 UOC
      Music Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC4009/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in program 4508 Music (Honours)"
"1560499457-4559","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CEIC1000
      6 UOC
      Sustainable Product Engineering and Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CEIC1000/?browseByFaculty=FacultyOfEngineering&","null"
"1560499322-4492","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP3601
      6 UOC
      Design Project A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3601/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP2121"
"1560500001-4825","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL0011
      6 UOC
      Healthy Planning","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL0011/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 unit of credits completed"
"1560497632-3707","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON4302
      6 UOC
      International Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON4302/?browseByFaculty=UnswBusinessSchool&","Admission to Economics Honours (program 4502 or stream ECONFH4501)"
"1560500683-5146","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4810
      6 UOC
      Asian Studies Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4810/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Asian Studies honours program"
"1560497288-3544","https://www.handbook.unsw.edu.au/","UNSW Canberra at ADFA","https://www.handbook.unsw.edu.au/UnswCanberraAtAdfa/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ad","ZBUS2207
                      6 UOC
                    Governing Australia: Managing the Public Sector","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ZBUS2207/?browseByFaculty=UnswCanberraAtAdfa&","null"
"1560500251-4933","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MUSC1603
      6 UOC
      Materials and Structures of Music 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC1603/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: MUSC1602"
"1560501167-5384","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2384
      6 UOC
      Political Philosophy","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2384/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560497337-3563","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4104
      6 UOC
      Contemporary Research Topic","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4104/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolled in the Human Resource Management Honours plan."
"1560498011-3890","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BEES6741
      6 UOC
      Astrobiology: Life in the Universe","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEES6741/?browseByFaculty=FacultyOfScience&","Prerequisite: 30UOC of Science courses completed"
"1560501426-5507","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SOMA2816
      6 UOC
      Introduction to Motion Capture","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMA2816/?browseByFaculty=FacultyOfArtDesign&","Intro to Motion Graphics - Must have completed SOMA2410 or SOMA2408 or SOMA3410 or SOMA3408 or SOMA2411 or SOMA3411"
"1560499286-4474","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP4941
      12 UOC
      Thesis Part B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4941/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP4930 and [75 WAM or enrolment in Computer Science Honours]"
"1560501386-5491","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1011
                      6 UOC
                    Inventing the Self: Creative Writing in the Digital Age","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ARTS1011/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560497914-3842","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM1831
      6 UOC
      Chemistry for Exercise Physiology","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM1831/?browseByFaculty=FacultyOfScience&","None"
"1560497292-3546","https://www.handbook.unsw.edu.au/","UNSW Canberra at ADFA","https://www.handbook.unsw.edu.au/UnswCanberraAtAdfa/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ad","ZBUS2202
                      6 UOC
                    Australia and the World Economy","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ZBUS2202/?browseByFaculty=UnswCanberraAtAdfa&","Prerequisite: ZBUS1102"
"1560499844-4747","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","CODE2121
      6 UOC
      Computational Design 3 (Advanced)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CODE2121/?browseByFaculty=FacultyOfBuiltEnvironment&","Pre:CODE1150 or,CODE1242"
"1560501116-5359","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2631
      6 UOC
      Intermediate Japanese B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2631/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: ARTS2630 or language placement approval"
"1560497771-3775","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL4303
      6 UOC
      Asset-Liability Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL4303/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ACTL3141 OR (Prerequisite: ACTL4001 AND Corequisite: ACTL3141)"
"1560501577-5582","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART3409
      6 UOC
      SPI: Self Initiated Work","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART3409/?browseByFaculty=FacultyOfArtDesign&","L2 SPI Prerequisite"
"1560498155-3961","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA2101
                      6 UOC
                    Baggage Handling System Design, Technology & Operations","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/AVIA2101/?browseByFaculty=FacultyOfScience&","null"
"1560501303-5451","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1690
      6 UOC
      The Structure of Language","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1690/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
